일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
2020-09-09,수,3132,102,180,3,424.0,965.0,374.0,누룽지탕/흑미밥,호박된장국,느타리버섯볶음,쌀밥/흑미밥/찰현미밥,홍합살미역국,수육*새우젓*쌈장,흑미밥,동태매운탕,궁중떡볶이
2020-09-10,목,3132,106,220,600,430.0,881.0,514.0,고구마죽/흑미밥,순두부백탕,꽁치김치조림,쌀밥/수수밥/찰현미밥,돈육김치찌개,수완왕갈비맛통닭,충무김밥,우동장국,오징어무침
2020-09-11,금,3132,211,259,2,376.0,661.0,287.0,미역죽/흑미밥,근대국,몽골식돈육볶음,쌀밥/흑미밥/찰현미밥,잔치국수,순대채소볶음,흑미밥,소고기무국,삼치구이
2020-09-14,월,3132,102,188,725,368.0,1191.0,547.0,누룽지탕/흑미밥,황태해장국,감자채피망볶음,쌀밥/흑미밥/찰현미밥,배추국,오리고추장불고기,흑미밥,미역국,오징어채소볶음
2020-09-15,화,3132,79,209,676,422.0,855.0,421.0,소고기죽/흑미밥,두부김칫국,새송이조림,쌀밥/귀리밥/찰현미밥,순두부찌개,류산슬,흑미밥,얼갈이된장국,닭간장볶음
2020-09-16,수,3132,72,229,0,361.0,953.0,362.0,누룽지탕/흑미밥,우거지국,콩나물무침,쌀밥/흑미밥/찰현미밥,유부장국,목살찹스테이크,흑미밥,매운닭개장,소고기계란장조림
2020-09-17,목,3132,84,245,588,368.0,797.0,504.0,흑임자죽/흑미밥,고추장찌개,야채소시지전*케찹,쌀밥/흑미밥/찰현미밥,감자수제비국,쇠고기낙지볶음,흑미밥,스팸김치찌개,수제돈까스
2020-09-18,금,3132,241,281,1,310.0,570.0,256.0,게살죽/흑미밥,매운어묵국,깻잎순볶음,쌀밥/병아리콩/찰현미밥,버섯국,비엔나떡조림,흑미밥,콩비지찌개,갈치카레구이
2020-09-21,월,3132,105,210,742,354.0,1176.0,616.0,누룽지탕/흑미밥,호박된장국,연두부샐러드,쌀밥/흑미밥/찰현미밥,옹심이만둣국,춘천닭갈비,흑미밥,소고기무국,스팸계란말이
2020-09-22,화,3132,99,224,600,342.0,908.0,384.0,얼큰낙지죽/흑미밥,냉이국,가자미양념찜,쌀밥/수수밥/찰현미밥,매운콩나물국,돈갈비찜,흑미밥,된장찌개,우불고기
2020-09-23,수,3132,88,234,1,345.0,970.0,412.0,누룽지탕/흑미밥,김칫국,취나물볶음,쌀밥/흑미밥/찰현미밥,갈비탕,오향장육,채소라면,김밥,가래떡오븐구이
2020-09-24,목,3132,102,262,505,314.0,739.0,392.0,고구마죽/흑미밥,열무된장국,가지쇠고기볶음,쌀밥/찰보리밥/찰현미밥,북엇국,콩나물파채불고기,흑미밥,홍합탕,건도토리묵파프리카볶음
2020-09-25,금,3132,237,287,1,265.0,540.0,230.0,버섯죽/흑미밥,사골파국,오이생채,쌀밥/흑미밥/찰현미밥,동태탕,닭다리살스테이크,흑미밥,근대국,고등어김치찜
2020-09-28,월,3132,985,188,81,142.0,358.0,165.0,누룽지탕/흑미밥,유부김칫국,베이컨숙주볶음,쌀밥/흑미밥/찰현미밥,떡만두국,오리대패불고기,흑미밥,우거지된장국,닭볶음탕
2020-10-05,월,3008,91,131,825,292.0,1252.0,595.0,누룽지탕/흑미밥,북엇국,메추리알곤약조림,쌀밥/흑미밥/찰현미밥,건새우미역국,매운소불고기,흑미밥,된장찌개,고구마치즈구이
2020-10-06,화,3008,64,183,804,279.0,977.0,545.0,홍합죽/흑미밥,아욱국,비엔나브로콜리볶음,단호박카레라이스,통계란꼬치어묵탕,두부강정,흑미밥,콩나물국,돈육김치볶음
2020-10-07,수,3008,54,232,6,292.0,880.0,547.0,오곡죽/흑미밥,바지락살국,토란탕,쌀밥/흑미밥/찰현미밥,꽃게탕,바베큐장각오븐구이,흑미밥,매운순대국밥,고추튀김*장
2020-10-08,목,3008,88,225,734,249.0,923.0,345.0,누룽지탕/흑미밥,순두부백탕,고기완자전*케찹,쌀밥/렌틸콩밥/찰현미밥,우거지된장국,닭살겨자냉채,흑미밥,쇠고기무국,시래기삼치조림
2020-10-12,월,3008,105,215,555,221.0,1096.0,466.0,누룽지탕/흑미밥,매운버섯국,취나물볶음,쌀밥/흑미밥/찰현미밥,김칫국,훈제오리볶음,흑미밥,유부주머니된장국,돈사태떡찜
2020-10-13,화,3008,72,248,534,188.0,839.0,420.0,잣죽/흑미밥,맑은감자국,연근땅콩조림,쌀밥/수수밥/찰현미밥,순남시래기국,장어고추장양념구이,흑미밥,배추된장국,닭간장조림
2020-10-14,수,3008,68,267,3,171.0,797.0,382.0,바지락죽/흑미밥,참치김치찌개,스팸구이,쌀밥/흑미밥/찰현미밥,두부된장찌개,츄러스채소맛탕,흑미밥,어묵매운탕,등심돈까스
2020-10-15,목,3008,97,269,898,175.0,793.0,400.0,누룽지탕/흑미밥,들깨무채국,감자맛살볶음,쌀밥/흑미밥/찰현미밥,홍합살무국,돈갈비양념구이,미역국,대패삼겹숙주볶음,연두부계란찜
2020-10-16,금,3008,180,270,4,180.0,660.0,436.0,낙지죽/흑미밥,콩나물국,생깻잎지,쌀밥/흑미밥/찰현미밥,매운쇠고기국,갈릭순살치킨,흑미밥,짬뽕국,해물볶음우동
2020-10-19,월,3008,143,211,588,135.0,1035.0,457.0,누룽지탕/흑미밥,순두부계란국,시금치나물,쌀밥/흑미밥/찰현미밥,얼갈이된장국,쭈꾸미삼겹살볶음,흑미밥,닭개장,삼치구이*데리야끼소스
2020-10-20,화,3008,84,241,518,144.0,851.0,372.0,게살죽/흑미밥,냉이바지락국,모둠장조림,쌀밥/찰보리밥/찰현미밥,유부김칫국,치킨까스&소스,우거지국,김말이강정,김치전
2020-10-21,수,3008,107,239,6,160.0,887.0,336.0,누룽지탕/흑미밥,근대국,파래김*양념장,쌀밥/흑미밥/찰현미밥,미역미소시루국,차돌비빔국수,흑미밥,고추장찌개,소불고기
2020-10-22,목,3008,116,271,791,162.0,799.0,423.0,고구마죽/흑미밥,대구지리탕,시래기지짐,쌀밥/,곤드레밥/찰현미밥,된장찌개,흑미밥,부대찌개,샤워크림새우
2020-10-23,금,3008,223,283,2,135.0,648.0,389.0,흑임자죽/흑미밥,어묵국,가지양파나물,쌀밥/흑미밥/찰현미밥,북엇국,춘천닭갈비,흑미밥,아욱국,고르곤졸라피자
2020-10-26,월,3008,156,228,570,144.0,1069.0,444.0,누룽지탕/흑미밥,황태해장국,애호박새우젓볶음,쌀밥/흑미밥/찰현미밥,맑은콩나물국,묵은지닭볶음탕,흑미밥,순두부찌개,제육춘장볶음
2020-10-27,화,3008,105,265,496,136.0,839.0,392.0,단호박죽/흑미밥,시금치국,고사리들깨볶음,쌀밥/기장밥/찰현미밥,쇠고기미역국,오삼불고기,애플카레라이스,우동국물,숯불양념꼬치어묵
2020-10-28,수,3008,105,287,3,138.0,791.0,293.0,누룽지탕/흑미밥,바지락무국,참치채소볶음,쌀밥/흑미밥/찰현미밥,삼계탕,고기완자전,흑미밥,사골옹심이만둣국,스태프핫도그
2020-10-29,목,3008,131,298,418,137.0,667.0,388.0,버섯굴죽/흑미밥,된장찌개,비엔나채소볶음,쌀밥/차조밥/찰현미밥,깐풍기,감자채볶음,김주먹밥,잔치국수,쇠고기육전
2020-10-30,금,3008,340,298,1,107.0,398.0,259.0,녹두죽/흑미밥,김칫국,양념깻잎지찜,쌀밥/흑미밥/찰현미밥,건새우아욱국,쇠고기숙주볶음,흑미밥,컵라면&찐계란,순대채소볶음
2020-11-02,월,3021,162,213,616,132.0,1150.0,498.0,누룽지탕/흑미밥,꽃게탕,느타리버섯볶음,쌀밥/흑미밥/찰현미밥,돼지김치찌개,당면채소무침,흑미밥,열무된장국,주꾸미채소볶음
2020-11-03,화,3021,100,270,530,107.0,810.0,356.0,잣죽/흑미밥,소고기무국,연근땅콩조림,쌀밥/수수밥/찰현미밥,동태매운탕,대패삼겹살볶음,유부초밥/쌀밥,온모밀국수,돈까스김치나베
2020-11-04,수,3021,112,283,1,123.0,789.0,334.0,누룽지탕/흑미밥,오징어무국,섭산적채소조림,전주비빔밥,바지락냉이국,찰떡떡갈비조림,흑미밥,콩나물국,순살닭강정
2020-11-05,목,3021,114,306,464,116.0,596.0,422.0,팥죽/흑미밥,배추국,돈육마늘장조림,쌀밥/완두콩밥/찰현미밥,홍합국,쇠고기낙지볶음,흑미밥,고기짬뽕국,자반고등어찜
2020-11-06,금,3021,266,305,1,119.0,459.0,276.0,채소죽/흑미밥,호박새우젓국,해물동그랑땡전,쌀밥/흑미밥/찰현미밥,근대된장국,수제탕수육,오뗄햄김밥,김치어묵탕,백종원의사라다빵
2020-11-09,월,3021,144,241,691,131.0,1076.0,430.0,누룽지탕/흑미밥,냉이국,시금치나물무침,쌀밥/흑미밥/찰현미밥,아욱된장국,매운족발볶음,흑미밥,닭개장,삼치데리야끼구이
2020-11-10,화,3021,104,289,526,124.0,784.0,335.0,흑임자죽/흑미밥,대구지리탕,브로콜리맛살볶음,쌀밥/귀리밥/찰현미밥,미역국,동파육,채소볶음밥,유부장국,자장소스
2020-11-11,수,3021,105,303,1,115.0,747.0,316.0,누룽지탕/흑미밥,떡국,참치김치볶음,쌀밥/흑미밥/찰현미밥,한방설렁탕,골뱅이채소무침,흑미밥,김칫국,간장마늘치킨
2020-11-12,목,3021,125,308,464,105.0,678.0,319.0,채소죽/흑미밥,우거지국,스팸구이,쌀밥/수수밥/찰현미밥,북엇국,해물돼지갈비찜,흑미밥,꽃게탕,우불고기볶음
2020-11-13,금,3021,317,292,0,116.0,529.0,226.0,오곡죽/흑미밥,바지락무국,버섯볶음,쌀밥/흑미밥/찰현미밥,시금치된장국,안동찜닭,흑미밥,계란파국,퀘사디아
2020-11-16,월,3021,164,217,733,128.0,1068.0,478.0,누룽지탕/흑미밥,전주식콩나물국해장국,양념김,쌀밥/흑미밥/찰현미밥,호박된장찌개,오리주물럭,흑미밥,옹심이만둣국,꽁채캔김치조림
2020-11-17,화,3021,112,274,691,119.0,784.0,406.0,바지락죽/흑미밥,사골우거지국,쑥갓나물,쌀밥/찰보리밥/찰현미밥,미소장국,알리오올리오파스타,흑미밥,버섯육개장,몽골식돈육볶음&꽃빵
2020-11-18,수,3021,93,282,0,123.0,774.0,305.0,단호박크림스프/흑미밥,냉이국,호박숙,쌀밥/흑미밥/찰현미밥,순두부찌개,New)요거닭,흑미밥,매운순대국,오징어굴소스볶음
2020-11-19,목,3021,144,277,541,110.0,653.0,486.0,누룽지/흑미밥,맑은감자국,옛날소시지전*케찹,쌀밥/검정콩밥/찰현미밥,얼갈이된장국,쇠고기당면볶음,꼬치어묵매운탕,떡갈비주먹밥/추가밥,채소볶음우동
2020-11-20,금,3021,343,292,0,147.0,747.0,220.0,참치채소죽/흑미밥,닭살해장국,더덕무침,쌀밥/흑미밥/찰현미밥,황태채국,제육고추장불고기,흑미밥,부대찌개,생선까스*타르타르소스
2020-11-23,월,3021,198,208,899,261.0,1292.0,730.0,누룽지탕/흑미밥,배추된장국,감자햄볶음,쌀밥/흑미밥/찰현미밥,어묵매운탕,등심돈까스,흑미밥,쇠고기미역국,방어양념장구이
2020-11-24,화,3021,202,181,878,357.0,1156.0,704.0,게살채소죽/흑미밥,고추장찌개,토란탕,쌀밥/차조밥/찰현미밥,불낙찌개,코다리강정,흑미밥,청양콩나물국,목살스테이크
2020-11-26,목,3021,230,219,641,391.0,1034.0,606.0,누룽지/흑미밥,순두부백탕,건새우무조림,쌀밥/강낭콩밥/찰현미밥,조갯살아욱국,돼지간장불고기,흑미밥,우동국물,치즈닭갈비/계란후라이
2020-11-27,금,3021,406,235,2,301.0,895.0,303.0,콩죽/흑미밥,매생이굴국,베이컨숙주볶음,쌀밥/흑미밥/찰현미밥,팽이된장국,오징어볶음,추가밥,황태국수,돈수육*쌈장
2020-11-30,월,3021,253,148,798,345.0,1273.0,712.0,누룽지탕/흑미밥,꽃게탕,호박채볶음,쌀밥/흑미밥/찰현미밥,굴미역국,닭간장조림,흑미밥,동태탕,감자채파프리카볶음
2020-12-01,화,2990,204,161,878,408.0,1324.0,685.0,고구마죽/흑미밥,버섯맑은국,연근땅콩조림,쌀밥/찰보리밥/찰현미밥,김치두부국,LA갈비구이,마파두부,홍합짬뽕국,샤워크림새우
2020-12-02,수,2990,223,157,5,398.0,1188.0,523.0,잣죽/흑미밥,황태채국,봄동나물,쌀밥/잡곡밥,팽이장국,메밀전병,흑미밥,계란파국,묵은지삼겹살찜
2020-12-03,목,2990,242,219,667,361.0,1059.0,466.0,누룽지/흑미밥,사골파국,오이생채,쌀밥/팥밥/찰현미밥,된장찌개,오향장육,흑미밥,맑은콩나물국,이색묵(올방개/클로렐라)*양념장
2020-12-04,금,2990,427,233,3,292.0,858.0,197.0,새알팥죽/흑미밥,시금치고추장국,야채소시지전,쌀밥/흑미밥/찰현미밥,육개장,갈치감자조림,흑미밥,얼갈이된장국,낙지볶음*소면
2020-12-07,월,2990,211,185,941,339.0,1317.0,742.0,누룽지탕/흑미밥,아욱국,참치채소볶음,쌀밥/흑미밥/찰현미밥,유부주머니국,삼겹살김치볶음,흑미밥,옹심이감자국,치킨까스*데미소스
2020-12-08,화,2990,172,182,852,377.0,1138.0,679.0,홍합죽/흑미밥,순두부찌개,재래김*양념장,쌀밥/기장밥/찰현미밥,우거지국,훈제오리마늘볶음,김치볶음밥,미소된장국,수제등심찹쌀꿔바로우
2020-12-09,수,2990,199,191,2,419.0,994.0,384.0,오곡죽/흑미밥,대구지리,새우완자전*케찹,쌀밥/흑미밥/찰현미밥,호박고추장찌개,만가닥버섯불고기,흑미밥,부대찌개,해물볶음
2020-12-10,목,2990,212,229,683,337.0,975.0,518.0,누룽지/흑미밥,냉이바지락국,양념깻잎지,쌀밥/수수밥/찰현미밥,북엇국,제육고추장불고기,미트볼파스타*추가밥,유부장국,딤섬
2020-12-11,금,2990,398,228,0,292.0,742.0,334.0,소고기채소죽/흑미밥,콩나물해장국,몽골식돈육볶음,쌀밥/흑미밥/찰현미밥,근대국,닭다리살스테이크,흑미밥,컵라면&찐계란,수제오징어튀김
2020-12-14,월,2990,221,142,892,336.0,1329.0,666.0,누룽지탕/흑미밥,유부김칫국,브로콜리맛살볶음,쌀밥/흑미밥/찰현미밥,쫄면채소무침,풋고추양파쌈장무침,흑미밥,꼬치어묵매운탕,쇠고기청경채볶음
2020-12-15,화,2990,203,179,814,400.0,1202.0,633.0,버섯죽/흑미밥,호박새우젓국,섭산적조림,쌀밥/차조밥/찰현미밥,굴떡국,콩나물파채불고기,고추잡채덮밥,손수제비국,자장소스
2020-12-16,수,2990,195,187,1,359.0,1135.0,450.0,단호박죽/흑미밥,황태해장국,매콤사태찜,쌀밥/흑미밥/찰현미밥,해물완자전,가자미무조림,흑미밥,쇠고기무국,오징어떡볶음
2020-12-17,목,2990,226,184,653,334.0,1096.0,438.0,누룽지/흑미밥,꽃게된장국,두부양념찜,쌀밥/흑미밥/찰현미밥,문어꽈리고추조림,세발나물무침,흑미밥,순두부백탕*양념장,제육간장불고기
2020-12-18,금,2990,403,196,1,307.0,917.0,274.0,미역소고기죽/흑미밥,들깨무채국,어묵고추장볶음,쌀밥/흑미밥/찰현미밥,동태알탕,수제돈까스&소스,흑미밥,맑은버섯닭개장,참치김치볶음
2020-12-21,월,2990,248,153,526,339.0,1256.0,327.0,누룽지탕/흑미밥,콩나물김칫국,고기완자전&케찹,쌀밥/흑미밥/찰현미밥,바지락살무국,오삼불고기,팽이장국,계란후라이,도라지초무침
2020-12-22,화,2990,270,171,362,330.0,984.0,319.0,녹두죽/흑미밥,매생이국,베이컨감자볶음,쌀밥/차조밥/찰현미밥,매운쇠고기샤브샤브,하와이언함박스테이크,흑미밥,아귀매운탕,돈갈비찜
2020-12-23,수,2990,402,193,5,324.0,768.0,354.0,흑임자죽/흑미밥,맑은버섯국,연근호두조림,쌀밥/흑미밥/찰현미밥,건새우아욱국,마파무조림,유부초밥,들깨미역국,페퍼로니치즈피자
2020-12-24,목,2990,777,160,24,273.0,591.0,131.0,누룽지탕/흑미밥,홍합살무국,쪽파숙회,쌀밥/잡곡밥,호박된장국,오리대패불고기,흑미밥,해물까스&타르타르D,느타리버섯볶음
2021-01-04,월,2983,92,91,490,340.0,1405.0,598.0,누룽지탕/흑미밥,냉이된장국,비엔나곤약조림,쌀밥/흑미밥/찰현미밥,소고기떡국,봉추찜닭,흑미밥,부대찌개*라면사리,소고기콜라비조림
2021-01-05,화,2983,99,156,500,390.0,1128.0,484.0,고구마죽/흑미밥,꽃게탕,유채나물무침,쌀밥/보리밥/찰현미밥,유부된장국,돈육도라지고추장볶음,미니쌀국수,춘권*칠리소스,계란후라이
2021-01-06,수,2983,85,156,11,433.0,1014.0,377.0,브로콜리스프/흑미밥,열무된장국,크래미미역줄기볶음,쌀밥/흑미밥/찰현미밥,오리들깨탕,꽁치한마리레몬구이,흑미밥,고기짬뽕국,해물누룽지탕
2021-01-07,목,2983,98,182,413,421.0,1040.0,342.0,누룽지탕/흑미밥,사골파국,양념깻잎지,쌀밥/수수밥/찰현미밥,아욱된장국,목살스테이크,흑미밥,고추장찌개,베이컨숙주볶음
2021-01-08,금,2983,255,218,0,373.0,726.0,250.0,영양닭죽/흑미밥,배추된장국,두부동그랑땡,쌀밥/흑미밥/찰현미밥,콩나물맑은국,매운소고기낙지볶음,흑미밥,감자양파국,돈육김치볶음
2021-01-11,월,2983,105,158,517,369.0,1257.0,451.0,누룽지탕/흑미밥,호박새우젓국,스팸구이,쌀밥/흑미밥/찰현미밥,미역국,오리대패불고기,흑미밥,옹심이국,쇠고기숙주볶음
2021-01-12,화,2983,83,168,433,404.0,963.0,317.0,채소죽/흑미밥,참치김치찌개,우엉땅콩조림,쌀밥/검정콩밥/찰현미밥,된장찌개,콩나물볶음,흑미밥,맑은버섯국,순대들깨볶음
2021-01-13,수,2983,80,175,8,393.0,913.0,360.0,양송이스프/흑미밥,들깨무채국,매운사태조림,쌀밥/흑미밥/찰현미밥,시금치된장국,돈육두루치기,알리오올리오/추가밥,가쓰오장국,수제치킨까스
2021-01-14,목,2983,90,205,428,370.0,1038.0,439.0,누룽지탕/흑미밥,동태탕,건파래볶음,쌀밥/차조밥/찰현미밥,콩나물김칫국,소갈비찜,흑미밥,홍합탕,오삼불고기
2021-01-15,금,2983,229,222,0,339.0,702.0,277.0,낙지죽/흑미밥,황태국,시래기지짐,쌀밥/흑미밥/찰현미밥,뼈없는감자탕,고등어구이*와사비장,흑미밥,순두부백탕,닭볶음탕
2021-01-18,월,2983,67,163,509,357.0,1277.0,460.0,누룽지탕/흑미밥,꽃게탕,파래김*달래양념장,쌀밥/흑미밥/찰현미밥,어묵국,춘천닭갈비,흑미밥,배추된장국,낙지미나리볶음
2021-01-19,화,2983,62,176,508,372.0,1038.0,414.0,콩죽/흑미밥,근대된장국,토란탕,쌀밥/기장밥/찰현미밥,맑은콩나물국,삼겹살김치찜,흑미밥,북어짬뽕국,만가닥버섯불고기
2021-01-20,수,2983,75,198,4,391.0,1093.0,421.0,크루통크림스프/흑미밥,아귀지리,마늘종숙회,쌀밥/흑미밥/찰현미밥,아욱국,수제함박스테이크,김치볶음밥,미니쫄우동*맛살튀김,브로콜리깨소스무침
2021-01-21,목,2983,92,231,462,351.0,832.0,353.0,누룽지탕/흑미밥,떡국,해물땡굴소스볶음,쌀밥/수수밥/찰현미밥,냉이된장국,동파육,흑미밥,쇠고기무국,삼치양념구이
2021-01-22,금,2983,255,248,1,303.0,579.0,217.0,흑임자죽/흑미밥,바지락살국,두부조림,전주비빔밥*약고추장,계란파국,요거닭,흑미밥,수제비국,수제맛쵸킹탕수육
2021-01-25,월,2983,107,153,616,327.0,1145.0,502.0,누룽지탕/흑미밥,감자양파국,분홍소세지구이*케찹,쌀밥/흑미밥/찰현미밥,전주식콩나물해장국,돈육간장불고기,흑미밥,열무된장국,장어강정*데리야끼소스
2021-01-26,화,2983,69,183,551,362.0,1015.0,480.0,참치죽/흑미밥,홍합탕,애호박새우젓볶음,쌀밥/귀리밥/찰현미밥,들깨미역국,교촌간장치킨,잔치국수,수제고기육전,쑥갓나물
